Data as of,Start week,End Week,Group,State,Indicator,COVID Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID Deaths,Influenza Deaths,"Pneumonia, Influenza, and COVID Deaths",Footnote
05/12/2020,04/25/2020,04/25/2020,By week,Michigan,Week-ending,449,2232,0.82,322,194,,578,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,Michigan,Week-ending,168,1543,0.18,154,77,,247,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,Michigan,Week-ending,16,327,0,29,,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,Minnesota,Week-ending,0,941,1,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/08/2020,02/08/2020,By week,Minnesota,Week-ending,0,917,1.02,60,0,,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,Minnesota,Week-ending,0,938,0.98,51,0,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/22/2020,02/22/2020,By week,Minnesota,Week-ending,0,909,1.03,63,0,13,76,
05/12/2020,02/29/2020,02/29/2020,By week,Minnesota,Week-ending,0,928,1.08,66,0,17,83,
05/12/2020,03/07/2020,03/07/2020,By week,Minnesota,Week-ending,0,938,0.99,69,0,17,86,
05/12/2020,03/14/2020,03/14/2020,By week,Minnesota,Week-ending,0,869,1.04,49,0,16,65,
05/12/2020,03/21/2020,03/21/2020,By week,Minnesota,Week-ending,,885,1.02,66,,15,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,Minnesota,Week-ending,11,894,1.06,59,,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,Minnesota,Week-ending,21,903,1.05,59,,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,Minnesota,Week-ending,43,903,0.99,91,18,,117,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,Minnesota,Week-ending,68,891,1.06,85,21,,132,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,Minnesota,Week-ending,120,902,0.88,90,40,0,170,
05/12/2020,05/02/2020,05/02/2020,By week,Minnesota,Week-ending,73,728,0.37,62,20,,116,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,Minnesota,Week-ending,,315,0,16,0,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,Mississippi,Week-ending,0,600,1.07,51,0,,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/08/2020,02/08/2020,By week,Mississippi,Week-ending,0,701,0.94,56,0,,62,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,Mississippi,Week-ending,0,642,0.95,50,0,,54,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/22/2020,02/22/2020,By week,Mississippi,Week-ending,0,623,1.02,43,0,,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/29/2020,02/29/2020,By week,Mississippi,Week-ending,0,662,1.05,56,0,10,66,
05/12/2020,03/07/2020,03/07/2020,By week,Mississippi,Week-ending,0,646,0.98,55,0,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/14/2020,03/14/2020,By week,Mississippi,Week-ending,0,611,0.96,49,0,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,Mississippi,Week-ending,,611,1.07,50,0,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,Mississippi,Week-ending,14,675,1.17,58,,,70,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,Mississippi,Week-ending,50,686,1.06,82,22,,111,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,Mississippi,Week-ending,60,662,1.15,81,33,,109,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,Mississippi,Week-ending,56,692,1.09,82,26,0,112,
05/12/2020,04/25/2020,04/25/2020,By week,Mississippi,Week-ending,44,645,0.81,63,18,0,89,
05/12/2020,05/02/2020,05/02/2020,By week,Mississippi,Week-ending,36,482,0.37,43,16,0,63,
05/12/2020,05/09/2020,05/09/2020,By week,Mississippi,Week-ending,,220,0.01,12,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,Missouri,Week-ending,0,1350,0.97,86,0,12,98,
05/12/2020,02/08/2020,02/08/2020,By week,Missouri,Week-ending,0,1313,0.98,71,0,,75,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,Missouri,Week-ending,0,1329,0.94,65,0,13,78,
05/12/2020,02/22/2020,02/22/2020,By week,Missouri,Week-ending,0,1335,0.99,61,0,30,91,
05/12/2020,02/29/2020,02/29/2020,By week,Missouri,Week-ending,0,1330,1.02,88,0,24,112,
05/12/2020,03/07/2020,03/07/2020,By week,Missouri,Week-ending,0,1323,0.95,85,0,22,107,
05/12/2020,03/14/2020,03/14/2020,By week,Missouri,Week-ending,0,1235,0.91,76,0,21,97,
05/12/2020,03/21/2020,03/21/2020,By week,Missouri,Week-ending,,1194,0.93,62,,22,84,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,Missouri,Week-ending,12,1238,0.92,99,,13,117,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,Missouri,Week-ending,41,1170,1.07,101,18,,130,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,Missouri,Week-ending,79,1301,0.94,94,23,,151,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,Missouri,Week-ending,65,1139,0.83,81,15,,133,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,Missouri,Week-ending,71,1019,0.58,88,28,0,131,
05/12/2020,05/02/2020,05/02/2020,By week,Missouri,Week-ending,38,716,0.16,45,11,0,72,
05/12/2020,05/09/2020,05/09/2020,By week,Missouri,Week-ending,,203,0,11,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,Montana,Week-ending,0,218,0.97,10,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/08/2020,02/08/2020,By week,Montana,Week-ending,0,202,0.92,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,Montana,Week-ending,0,198,0.99,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/22/2020,02/22/2020,By week,Montana,Week-ending,0,218,1.05,15,0,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/29/2020,02/29/2020,By week,Montana,Week-ending,0,235,1.06,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/07/2020,03/07/2020,By week,Montana,Week-ending,0,219,0.96,12,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/14/2020,03/14/2020,By week,Montana,Week-ending,0,218,1.11,11,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,Montana,Week-ending,0,227,0.99,21,0,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,Montana,Week-ending,,205,0.96,21,,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,Montana,Week-ending,,176,1.03,13,0,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,Montana,Week-ending,0,211,0.93,10,0,0,10,
05/12/2020,04/18/2020,04/18/2020,By week,Montana,Week-ending,,182,0.73,10,,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,Montana,Week-ending,,149,0.25,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,Montana,Week-ending,,49,0,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,Montana,Week-ending,0,0,0,0,0,0,0,
05/12/2020,02/01/2020,02/01/2020,By week,Nebraska,Week-ending,0,372,0.99,28,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/08/2020,02/08/2020,By week,Nebraska,Week-ending,0,345,0.89,21,0,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,Nebraska,Week-ending,0,325,0.92,28,0,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/22/2020,02/22/2020,By week,Nebraska,Week-ending,0,316,0.94,29,0,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/29/2020,02/29/2020,By week,Nebraska,Week-ending,0,340,1.03,22,0,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/07/2020,03/07/2020,By week,Nebraska,Week-ending,0,355,0.98,29,0,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/14/2020,03/14/2020,By week,Nebraska,Week-ending,0,339,0.99,24,0,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,Nebraska,Week-ending,0,348,1.04,31,0,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,Nebraska,Week-ending,,326,0.85,21,0,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,Nebraska,Week-ending,,300,0.91,29,,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,Nebraska,Week-ending,10,312,0.82,19,,0,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,Nebraska,Week-ending,,265,0.81,22,0,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,Nebraska,Week-ending,,260,0.74,17,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,Nebraska,Week-ending,12,231,0.27,20,,0,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,Nebraska,Week-ending,,86,0.01,10,0,0,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,Nevada,Week-ending,0,529,1.09,32,0,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/08/2020,02/08/2020,By week,Nevada,Week-ending,0,576,0.97,45,0,,51,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,Nevada,Week-ending,0,527,1.08,29,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/22/2020,02/22/2020,By week,Nevada,Week-ending,0,542,1.06,24,0,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/29/2020,02/29/2020,By week,Nevada,Week-ending,0,540,0.97,39,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/07/2020,03/07/2020,By week,Nevada,Week-ending,0,531,0.97,32,0,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/14/2020,03/14/2020,By week,Nevada,Week-ending,0,504,0.93,43,0,,47,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,Nevada,Week-ending,,499,1.03,47,,,51,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,Nevada,Week-ending,18,526,1.16,56,15,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,Nevada,Week-ending,39,568,1.09,70,30,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,Nevada,Week-ending,50,555,0.97,85,39,0,96,
05/12/2020,04/18/2020,04/18/2020,By week,Nevada,Week-ending,37,494,0.86,48,30,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,Nevada,Week-ending,39,434,0.58,53,34,0,58,
05/12/2020,05/02/2020,05/02/2020,By week,Nevada,Week-ending,,300,0.29,29,,0,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,Nevada,Week-ending,,142,0,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,New Hampshire,Week-ending,0,240,0.95,12,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/08/2020,02/08/2020,By week,New Hampshire,Week-ending,0,257,0.93,12,0,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,New Hampshire,Week-ending,0,236,1.03,10,0,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/22/2020,02/22/2020,By week,New Hampshire,Week-ending,0,277,0.87,25,0,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/29/2020,02/29/2020,By week,New Hampshire,Week-ending,0,228,1.11,14,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/07/2020,03/07/2020,By week,New Hampshire,Week-ending,0,268,0.94,16,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/14/2020,03/14/2020,By week,New Hampshire,Week-ending,0,238,1.07,19,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,New Hampshire,Week-ending,0,252,1.12,20,0,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,New Hampshire,Week-ending,,258,1.03,24,,0,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,New Hampshire,Week-ending,10,244,1.05,13,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,New Hampshire,Week-ending,18,268,1.11,25,,0,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,New Hampshire,Week-ending,15,240,1.12,16,,0,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,New Hampshire,Week-ending,17,268,0.92,30,,0,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,New Hampshire,Week-ending,22,227,0.52,17,,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,New Hampshire,Week-ending,11,123,0,,0,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,New Jersey,Week-ending,0,1512,0.93,83,0,10,93,
05/12/2020,02/08/2020,02/08/2020,By week,New Jersey,Week-ending,0,1487,0.91,82,0,11,93,
05/12/2020,02/15/2020,02/15/2020,By week,New Jersey,Week-ending,0,1481,0.94,76,0,,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/22/2020,02/22/2020,By week,New Jersey,Week-ending,0,1486,1.02,79,0,,87,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/29/2020,02/29/2020,By week,New Jersey,Week-ending,0,1567,0.99,89,0,12,101,
05/12/2020,03/07/2020,03/07/2020,By week,New Jersey,Week-ending,0,1498,0.96,86,0,11,97,
05/12/2020,03/14/2020,03/14/2020,By week,New Jersey,Week-ending,,1462,1.08,87,0,,97,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,New Jersey,Week-ending,35,1579,1.4,117,21,,139,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,New Jersey,Week-ending,264,2094,2.32,329,143,12,462,
05/12/2020,04/04/2020,04/04/2020,By week,New Jersey,Week-ending,1065,3396,3.01,851,552,,1372,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,New Jersey,Week-ending,1875,4399,2.86,1283,960,,2201,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,New Jersey,Week-ending,1813,4073,1.9,1103,848,,2070,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,New Jersey,Week-ending,956,2691,0.85,653,471,,1140,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,New Jersey,Week-ending,132,1157,0.28,140,67,0,205,
05/12/2020,05/09/2020,05/09/2020,By week,New Jersey,Week-ending,76,388,0,49,32,0,93,
05/12/2020,02/01/2020,02/01/2020,By week,New Mexico,Week-ending,0,359,0.96,26,0,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/08/2020,02/08/2020,By week,New Mexico,Week-ending,0,359,0.93,19,0,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,New Mexico,Week-ending,0,373,1,32,0,,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/22/2020,02/22/2020,By week,New Mexico,Week-ending,0,372,1,23,0,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/29/2020,02/29/2020,By week,New Mexico,Week-ending,0,388,0.97,24,0,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/07/2020,03/07/2020,By week,New Mexico,Week-ending,0,377,0.89,22,0,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/14/2020,03/14/2020,By week,New Mexico,Week-ending,0,324,0.95,21,0,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,New Mexico,Week-ending,0,360,0.91,26,0,,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,New Mexico,Week-ending,,338,1.03,21,,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,New Mexico,Week-ending,,365,0.99,30,,0,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,New Mexico,Week-ending,20,353,0.92,33,,0,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,New Mexico,Week-ending,27,347,0.79,33,15,0,45,
05/12/2020,04/25/2020,04/25/2020,By week,New Mexico,Week-ending,28,274,0.41,26,11,0,43,
05/12/2020,05/02/2020,05/02/2020,By week,New Mexico,Week-ending,,147,0.06,,,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,New Mexico,Week-ending,,22,0,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,New York,Week-ending,0,2017,0.99,145,0,16,161,
05/12/2020,02/08/2020,02/08/2020,By week,New York,Week-ending,0,2045,0.93,148,0,20,168,
05/12/2020,02/15/2020,02/15/2020,By week,New York,Week-ending,0,1970,0.97,159,0,14,173,
05/12/2020,02/22/2020,02/22/2020,By week,New York,Week-ending,0,2007,1.01,155,0,24,179,
05/12/2020,02/29/2020,02/29/2020,By week,New York,Week-ending,0,2100,0.98,157,0,16,173,
05/12/2020,03/07/2020,03/07/2020,By week,New York,Week-ending,0,1994,0.91,161,0,23,184,
05/12/2020,03/14/2020,03/14/2020,By week,New York,Week-ending,,1880,1.01,167,,19,186,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,New York,Week-ending,40,2015,1.19,202,21,13,234,
05/12/2020,03/28/2020,03/28/2020,By week,New York,Week-ending,251,2403,1.79,402,154,15,512,
05/12/2020,04/04/2020,04/04/2020,By week,New York,Week-ending,919,3525,2.28,858,520,13,1266,
05/12/2020,04/11/2020,04/11/2020,By week,New York,Week-ending,1751,4411,2.1,1247,910,11,2095,
05/12/2020,04/18/2020,04/18/2020,By week,New York,Week-ending,1701,4138,1.69,1124,841,,1987,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,New York,Week-ending,1190,3260,1.2,770,558,,1403,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,New York,Week-ending,575,2283,0.53,392,254,,714,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,New York,Week-ending,155,1007,0,124,73,0,206,
05/12/2020,02/01/2020,02/01/2020,By week,New York City,Week-ending,0,1168,1.02,95,0,19,114,
05/12/2020,02/08/2020,02/08/2020,By week,New York City,Week-ending,0,1170,0.93,95,0,18,113,
05/12/2020,02/15/2020,02/15/2020,By week,New York City,Week-ending,0,1130,0.95,86,0,13,99,
05/12/2020,02/22/2020,02/22/2020,By week,New York City,Week-ending,0,1092,1.03,75,0,,84,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/29/2020,02/29/2020,By week,New York City,Week-ending,0,1106,1.02,83,0,,89,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/07/2020,03/07/2020,By week,New York City,Week-ending,0,1112,1.02,92,0,,100,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/14/2020,03/14/2020,By week,New York City,Week-ending,,1126,1.28,103,,,112,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,New York City,Week-ending,113,1393,2.61,153,36,14,240,
05/12/2020,03/28/2020,03/28/2020,By week,New York City,Week-ending,880,2733,5.74,585,333,45,1139,
05/12/2020,04/04/2020,04/04/2020,By week,New York City,Week-ending,2848,5915,7.19,1664,1197,208,3324,
05/12/2020,04/11/2020,04/11/2020,By week,New York City,Week-ending,4245,7408,4.97,1967,1560,320,4663,
05/12/2020,04/18/2020,04/18/2020,By week,New York City,Week-ending,3294,5303,3.26,1321,1141,165,3477,
05/12/2020,04/25/2020,04/25/2020,By week,New York City,Week-ending,1917,3309,1.68,852,721,73,2053,
05/12/2020,05/02/2020,05/02/2020,By week,New York City,Week-ending,723,1656,0.81,324,260,,788,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,New York City,Week-ending,239,819,0.08,119,88,0,270,
05/12/2020,02/01/2020,02/01/2020,By week,North Carolina,Week-ending,0,1972,1.05,118,0,15,133,
05/12/2020,02/08/2020,02/08/2020,By week,North Carolina,Week-ending,0,2044,1,119,0,20,139,
05/12/2020,02/15/2020,02/15/2020,By week,North Carolina,Week-ending,0,2032,0.95,139,0,25,164,
05/12/2020,02/22/2020,02/22/2020,By week,North Carolina,Week-ending,0,1888,0.94,116,0,29,145,
05/12/2020,02/29/2020,02/29/2020,By week,North Carolina,Week-ending,0,1861,0.95,107,0,30,137,
05/12/2020,03/07/2020,03/07/2020,By week,North Carolina,Week-ending,0,1819,0.77,96,0,22,118,
05/12/2020,03/14/2020,03/14/2020,By week,North Carolina,Week-ending,0,1505,0.58,74,0,11,85,
05/12/2020,03/21/2020,03/21/2020,By week,North Carolina,Week-ending,0,1118,0.23,58,0,15,73,
05/12/2020,03/28/2020,03/28/2020,By week,North Carolina,Week-ending,0,432,0.05,33,0,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,North Carolina,Week-ending,,95,0,10,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
